@relation discretizado

@attribute Area {'\'(67319-88285]\'','\'(88285-109251]\'','\'(-inf-46353]\'','\'(46353-67319]\'','\'(109251-130217]\'','\'(172149-193115]\'','\'(130217-151183]\'','\'(151183-172149]\'','\'(193115-214081]\'','\'(214081-inf)\''}
@attribute MajorAxisLength {'\'(379.962021-457.128261]\'','\'(-inf-302.795781]\'','\'(302.795781-379.962021]\'','\'(457.128261-534.294501]\'','\'(842.959461-920.125701]\'','\'(688.626981-765.793221]\'','\'(611.460741-688.626981]\'','\'(534.294501-611.460741]\'','\'(920.125701-inf)\'','\'(765.793221-842.959461]\''}
@attribute MinorAxisLength {'\'(248.280194-283.136634]\'','\'(213.423753-248.280194]\'','\'(178.567312-213.423753]\'','\'(283.136634-317.993075]\'','\'(-inf-178.567312]\'','\'(317.993075-352.849516]\'','\'(352.849516-387.705956]\'','\'(387.705956-422.562397]\'','\'(422.562397-457.418838]\'','\'(457.418838-inf)\''}
@attribute Eccentricity {'\'(0.778106-0.839445]\'','\'(0.655427-0.716767]\'','\'(0.532748-0.594088]\'','\'(0.716767-0.778106]\'','\'(0.839445-0.900785]\'','\'(0.471409-0.532748]\'','\'(0.410069-0.471409]\'','\'(-inf-0.410069]\'','\'(0.594088-0.655427]\'','\'(0.900785-inf)\''}
@attribute ConvexArea {'\'(76554.6-101762.4]\'','\'(-inf-51346.8]\'','\'(51346.8-76554.6]\'','\'(101762.4-126970.2]\'','\'(202593.6-227801.4]\'','\'(152178-177385.8]\'','\'(126970.2-152178]\'','\'(177385.8-202593.6]\'','\'(253009.2-inf)\'','\'(227801.4-253009.2]\''}
@attribute Extent {'\'(0.744335-0.789895]\'','\'(0.653215-0.698775]\'','\'(0.607655-0.653215]\'','\'(0.698775-0.744335]\'','\'(0.789895-inf)\'','\'(0.425416-0.470976]\'','\'(0.562095-0.607655]\'','\'(0.516536-0.562095]\'','\'(0.470976-0.516536]\'','\'(-inf-0.425416]\''}
@attribute Perimeter {'\'(1034.8098-1242.6777]\'','\'(826.9419-1034.8098]\'','\'(-inf-826.9419]\'','\'(1242.6777-1450.5456]\'','\'(2074.1493-2282.0172]\'','\'(1450.5456-1658.4135]\'','\'(1658.4135-1866.2814]\'','\'(1866.2814-2074.1493]\'','\'(2489.8851-inf)\'','\'(2282.0172-2489.8851]\''}
@attribute Class {Kecimen,Besni}

@data
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(51346.8-76554.6]\'','\'(0.653215-0.698775]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(51346.8-76554.6]\'','\'(0.653215-0.698775]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(178.567312-213.423753]\'','\'(0.778106-0.839445]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(46353-67319]\'','\'(379.962021-457.128261]\'','\'(178.567312-213.423753]\'','\'(0.839445-0.900785]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(-inf-46353]\'','\'(-inf-302.795781]\'','\'(-inf-178.567312]\'','\'(0.778106-0.839445]\'','\'(-inf-51346.8]\'','\'(0.607655-0.653215]\'','\'(-inf-826.9419]\'',Kecimen
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(248.280194-283.136634]\'','\'(0.716767-0.778106]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(248.280194-283.136634]\'','\'(0.716767-0.778106]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(88285-109251]\'','\'(379.962021-457.128261]\'','\'(317.993075-352.849516]\'','\'(0.532748-0.594088]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(213.423753-248.280194]\'','\'(0.655427-0.716767]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(213.423753-248.280194]\'','\'(0.655427-0.716767]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(213.423753-248.280194]\'','\'(0.655427-0.716767]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(51346.8-76554.6]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(67319-88285]\'','\'(302.795781-379.962021]\'','\'(213.423753-248.280194]\'','\'(0.716767-0.778106]\'','\'(51346.8-76554.6]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(213.423753-248.280194]\'','\'(0.594088-0.655427]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(248.280194-283.136634]\'','\'(0.655427-0.716767]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(46353-67319]\'','\'(379.962021-457.128261]\'','\'(178.567312-213.423753]\'','\'(0.839445-0.900785]\'','\'(51346.8-76554.6]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Kecimen
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(178.567312-213.423753]\'','\'(0.839445-0.900785]\'','\'(51346.8-76554.6]\'','\'(0.607655-0.653215]\'','\'(826.9419-1034.8098]\'',Kecimen
'\'(-inf-46353]\'','\'(-inf-302.795781]\'','\'(178.567312-213.423753]\'','\'(0.532748-0.594088]\'','\'(-inf-51346.8]\'','\'(0.698775-0.744335]\'','\'(-inf-826.9419]\'',Kecimen
'\'(130217-151183]\'','\'(611.460741-688.626981]\'','\'(248.280194-283.136634]\'','\'(0.900785-inf)\'','\'(126970.2-152178]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(109251-130217]\'','\'(457.128261-534.294501]\'','\'(283.136634-317.993075]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(379.962021-457.128261]\'','\'(248.280194-283.136634]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(46353-67319]\'','\'(379.962021-457.128261]\'','\'(178.567312-213.423753]\'','\'(0.839445-0.900785]\'','\'(51346.8-76554.6]\'','\'(0.562095-0.607655]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(151183-172149]\'','\'(534.294501-611.460741]\'','\'(317.993075-352.849516]\'','\'(0.778106-0.839445]\'','\'(152178-177385.8]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(130217-151183]\'','\'(534.294501-611.460741]\'','\'(283.136634-317.993075]\'','\'(0.839445-0.900785]\'','\'(126970.2-152178]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(109251-130217]\'','\'(457.128261-534.294501]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.607655-0.653215]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(109251-130217]\'','\'(379.962021-457.128261]\'','\'(352.849516-387.705956]\'','\'(0.532748-0.594088]\'','\'(126970.2-152178]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.470976-0.516536]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.607655-0.653215]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(46353-67319]\'','\'(379.962021-457.128261]\'','\'(178.567312-213.423753]\'','\'(0.900785-inf)\'','\'(51346.8-76554.6]\'','\'(0.607655-0.653215]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(109251-130217]\'','\'(611.460741-688.626981]\'','\'(248.280194-283.136634]\'','\'(0.900785-inf)\'','\'(126970.2-152178]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(-inf-46353]\'','\'(302.795781-379.962021]\'','\'(178.567312-213.423753]\'','\'(0.778106-0.839445]\'','\'(-inf-51346.8]\'','\'(0.789895-inf)\'','\'(826.9419-1034.8098]\'',Besni
'\'(109251-130217]\'','\'(611.460741-688.626981]\'','\'(248.280194-283.136634]\'','\'(0.900785-inf)\'','\'(101762.4-126970.2]\'','\'(0.607655-0.653215]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(88285-109251]\'','\'(534.294501-611.460741]\'','\'(213.423753-248.280194]\'','\'(0.900785-inf)\'','\'(76554.6-101762.4]\'','\'(0.562095-0.607655]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(172149-193115]\'','\'(688.626981-765.793221]\'','\'(317.993075-352.849516]\'','\'(0.900785-inf)\'','\'(177385.8-202593.6]\'','\'(0.607655-0.653215]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(151183-172149]\'','\'(611.460741-688.626981]\'','\'(317.993075-352.849516]\'','\'(0.839445-0.900785]\'','\'(152178-177385.8]\'','\'(0.653215-0.698775]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(193115-214081]\'','\'(688.626981-765.793221]\'','\'(317.993075-352.849516]\'','\'(0.839445-0.900785]\'','\'(202593.6-227801.4]\'','\'(0.698775-0.744335]\'','\'(1866.2814-2074.1493]\'',Besni
'\'(46353-67319]\'','\'(379.962021-457.128261]\'','\'(178.567312-213.423753]\'','\'(0.839445-0.900785]\'','\'(51346.8-76554.6]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(109251-130217]\'','\'(457.128261-534.294501]\'','\'(317.993075-352.849516]\'','\'(0.716767-0.778106]\'','\'(101762.4-126970.2]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(283.136634-317.993075]\'','\'(0.778106-0.839445]\'','\'(101762.4-126970.2]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(151183-172149]\'','\'(611.460741-688.626981]\'','\'(317.993075-352.849516]\'','\'(0.839445-0.900785]\'','\'(152178-177385.8]\'','\'(0.607655-0.653215]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(172149-193115]\'','\'(611.460741-688.626981]\'','\'(352.849516-387.705956]\'','\'(0.778106-0.839445]\'','\'(177385.8-202593.6]\'','\'(0.653215-0.698775]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(109251-130217]\'','\'(457.128261-534.294501]\'','\'(283.136634-317.993075]\'','\'(0.778106-0.839445]\'','\'(126970.2-152178]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(379.962021-457.128261]\'','\'(283.136634-317.993075]\'','\'(0.716767-0.778106]\'','\'(101762.4-126970.2]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(109251-130217]\'','\'(534.294501-611.460741]\'','\'(283.136634-317.993075]\'','\'(0.839445-0.900785]\'','\'(126970.2-152178]\'','\'(0.562095-0.607655]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(172149-193115]\'','\'(611.460741-688.626981]\'','\'(387.705956-422.562397]\'','\'(0.716767-0.778106]\'','\'(202593.6-227801.4]\'','\'(0.607655-0.653215]\'','\'(1866.2814-2074.1493]\'',Besni
'\'(130217-151183]\'','\'(534.294501-611.460741]\'','\'(283.136634-317.993075]\'','\'(0.839445-0.900785]\'','\'(126970.2-152178]\'','\'(0.562095-0.607655]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(302.795781-379.962021]\'','\'(248.280194-283.136634]\'','\'(0.655427-0.716767]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(109251-130217]\'','\'(457.128261-534.294501]\'','\'(283.136634-317.993075]\'','\'(0.778106-0.839445]\'','\'(101762.4-126970.2]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(302.795781-379.962021]\'','\'(317.993075-352.849516]\'','\'(0.471409-0.532748]\'','\'(76554.6-101762.4]\'','\'(0.744335-0.789895]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(151183-172149]\'','\'(534.294501-611.460741]\'','\'(352.849516-387.705956]\'','\'(0.716767-0.778106]\'','\'(152178-177385.8]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(248.280194-283.136634]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(283.136634-317.993075]\'','\'(0.716767-0.778106]\'','\'(101762.4-126970.2]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(193115-214081]\'','\'(920.125701-inf)\'','\'(352.849516-387.705956]\'','\'(0.900785-inf)\'','\'(253009.2-inf)\'','\'(0.470976-0.516536]\'','\'(2489.8851-inf)\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.607655-0.653215]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(151183-172149]\'','\'(457.128261-534.294501]\'','\'(387.705956-422.562397]\'','\'(0.594088-0.655427]\'','\'(152178-177385.8]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(283.136634-317.993075]\'','\'(0.778106-0.839445]\'','\'(101762.4-126970.2]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(67319-88285]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(130217-151183]\'','\'(534.294501-611.460741]\'','\'(317.993075-352.849516]\'','\'(0.778106-0.839445]\'','\'(126970.2-152178]\'','\'(0.653215-0.698775]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(109251-130217]\'','\'(534.294501-611.460741]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.607655-0.653215]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(109251-130217]\'','\'(611.460741-688.626981]\'','\'(248.280194-283.136634]\'','\'(0.900785-inf)\'','\'(101762.4-126970.2]\'','\'(0.516536-0.562095]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(248.280194-283.136634]\'','\'(0.778106-0.839445]\'','\'(101762.4-126970.2]\'','\'(0.607655-0.653215]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(130217-151183]\'','\'(457.128261-534.294501]\'','\'(387.705956-422.562397]\'','\'(0.471409-0.532748]\'','\'(126970.2-152178]\'','\'(0.744335-0.789895]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(151183-172149]\'','\'(611.460741-688.626981]\'','\'(317.993075-352.849516]\'','\'(0.839445-0.900785]\'','\'(152178-177385.8]\'','\'(0.744335-0.789895]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(51346.8-76554.6]\'','\'(0.607655-0.653215]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(130217-151183]\'','\'(534.294501-611.460741]\'','\'(283.136634-317.993075]\'','\'(0.778106-0.839445]\'','\'(126970.2-152178]\'','\'(0.653215-0.698775]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.900785-inf)\'','\'(76554.6-101762.4]\'','\'(0.516536-0.562095]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.562095-0.607655]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(172149-193115]\'','\'(920.125701-inf)\'','\'(248.280194-283.136634]\'','\'(0.900785-inf)\'','\'(202593.6-227801.4]\'','\'(-inf-0.425416]\'','\'(2282.0172-2489.8851]\'',Besni
'\'(193115-214081]\'','\'(611.460741-688.626981]\'','\'(387.705956-422.562397]\'','\'(0.778106-0.839445]\'','\'(202593.6-227801.4]\'','\'(0.744335-0.789895]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(130217-151183]\'','\'(611.460741-688.626981]\'','\'(248.280194-283.136634]\'','\'(0.900785-inf)\'','\'(126970.2-152178]\'','\'(0.562095-0.607655]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(151183-172149]\'','\'(688.626981-765.793221]\'','\'(283.136634-317.993075]\'','\'(0.900785-inf)\'','\'(152178-177385.8]\'','\'(0.698775-0.744335]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.562095-0.607655]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(67319-88285]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.562095-0.607655]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(88285-109251]\'','\'(379.962021-457.128261]\'','\'(283.136634-317.993075]\'','\'(0.716767-0.778106]\'','\'(101762.4-126970.2]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.607655-0.653215]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(151183-172149]\'','\'(534.294501-611.460741]\'','\'(352.849516-387.705956]\'','\'(0.778106-0.839445]\'','\'(152178-177385.8]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(172149-193115]\'','\'(611.460741-688.626981]\'','\'(387.705956-422.562397]\'','\'(0.716767-0.778106]\'','\'(177385.8-202593.6]\'','\'(0.744335-0.789895]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(193115-214081]\'','\'(611.460741-688.626981]\'','\'(352.849516-387.705956]\'','\'(0.778106-0.839445]\'','\'(202593.6-227801.4]\'','\'(0.698775-0.744335]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(248.280194-283.136634]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(46353-67319]\'','\'(379.962021-457.128261]\'','\'(178.567312-213.423753]\'','\'(0.900785-inf)\'','\'(51346.8-76554.6]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(248.280194-283.136634]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(151183-172149]\'','\'(611.460741-688.626981]\'','\'(283.136634-317.993075]\'','\'(0.839445-0.900785]\'','\'(152178-177385.8]\'','\'(0.653215-0.698775]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(172149-193115]\'','\'(688.626981-765.793221]\'','\'(317.993075-352.849516]\'','\'(0.839445-0.900785]\'','\'(177385.8-202593.6]\'','\'(0.698775-0.744335]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(109251-130217]\'','\'(457.128261-534.294501]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.698775-0.744335]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(46353-67319]\'','\'(302.795781-379.962021]\'','\'(178.567312-213.423753]\'','\'(0.778106-0.839445]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(826.9419-1034.8098]\'',Besni
'\'(109251-130217]\'','\'(534.294501-611.460741]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(51346.8-76554.6]\'','\'(0.698775-0.744335]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(151183-172149]\'','\'(534.294501-611.460741]\'','\'(317.993075-352.849516]\'','\'(0.778106-0.839445]\'','\'(152178-177385.8]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(109251-130217]\'','\'(534.294501-611.460741]\'','\'(248.280194-283.136634]\'','\'(0.839445-0.900785]\'','\'(101762.4-126970.2]\'','\'(0.607655-0.653215]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.562095-0.607655]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(88285-109251]\'','\'(457.128261-534.294501]\'','\'(213.423753-248.280194]\'','\'(0.839445-0.900785]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(88285-109251]\'','\'(534.294501-611.460741]\'','\'(213.423753-248.280194]\'','\'(0.900785-inf)\'','\'(101762.4-126970.2]\'','\'(0.653215-0.698775]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.607655-0.653215]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(130217-151183]\'','\'(457.128261-534.294501]\'','\'(317.993075-352.849516]\'','\'(0.778106-0.839445]\'','\'(126970.2-152178]\'','\'(0.698775-0.744335]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(151183-172149]\'','\'(688.626981-765.793221]\'','\'(283.136634-317.993075]\'','\'(0.900785-inf)\'','\'(152178-177385.8]\'','\'(0.744335-0.789895]\'','\'(1658.4135-1866.2814]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(213.423753-248.280194]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.653215-0.698775]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(67319-88285]\'','\'(457.128261-534.294501]\'','\'(178.567312-213.423753]\'','\'(0.900785-inf)\'','\'(76554.6-101762.4]\'','\'(0.470976-0.516536]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(67319-88285]\'','\'(379.962021-457.128261]\'','\'(248.280194-283.136634]\'','\'(0.778106-0.839445]\'','\'(76554.6-101762.4]\'','\'(0.744335-0.789895]\'','\'(1034.8098-1242.6777]\'',Besni
'\'(130217-151183]\'','\'(534.294501-611.460741]\'','\'(317.993075-352.849516]\'','\'(0.778106-0.839445]\'','\'(126970.2-152178]\'','\'(0.607655-0.653215]\'','\'(1450.5456-1658.4135]\'',Besni
'\'(88285-109251]\'','\'(534.294501-611.460741]\'','\'(213.423753-248.280194]\'','\'(0.900785-inf)\'','\'(76554.6-101762.4]\'','\'(0.516536-0.562095]\'','\'(1242.6777-1450.5456]\'',Besni
'\'(151183-172149]\'','\'(688.626981-765.793221]\'','\'(283.136634-317.993075]\'','\'(0.900785-inf)\'','\'(152178-177385.8]\'','\'(0.789895-inf)\'','\'(1658.4135-1866.2814]\'',Besni
'\'(172149-193115]\'','\'(611.460741-688.626981]\'','\'(352.849516-387.705956]\'','\'(0.778106-0.839445]\'','\'(177385.8-202593.6]\'','\'(0.607655-0.653215]\'','\'(1658.4135-1866.2814]\'',Besni
